FunctionName;FunctionSignature;Ploc;Bloc;FullPath;LineNo
setCardHeight;void setCardHeight(int);11;11;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingsPanelView.kt;0
setTitle;void setTitle(CharSequence);3;3;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingsPanelView.kt;0
applyAttributes;void applyAttributes(android.util.AttributeSet, int);28;24;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingsPanelView.kt;0
submitItems;void submitItems(java.util.List);6;6;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingsPanelView.kt;0
setInteractionHandlers;void setInteractionHandlers(kotlin.jvm.functions.Function2, kotlin.jvm.functions.Function1);7;7;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingsPanelView.kt;0
setTitle;void setTitle(int);3;3;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingsPanelView.kt;0
setCardBackgroundResourceCompat;void setCardBackgroundResourceCompat(int);3;3;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingsPanelView.kt;0
valueOf;com.android.synclab.glimpse.presentation.model.SettingItemUiModel$ItemId valueOf(String);6;6;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
getEntries;kotlin.enums.EnumEntries getEntries();6;6;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
values;com.android.synclab.glimpse.presentation.model.SettingItemUiModel$ItemId[] values();6;6;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
SettingItemUiModel$ItemId;void SettingItemUiModel$ItemId(String, int);6;6;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
pickNotificationIcon;int pickNotificationIcon(Integer);13;12;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
updateBatteryState;void updateBatteryState();41;36;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
onBind;android.os.IBinder onBind(android.content.Intent);3;3;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
onStartCommand;int onStartCommand(android.content.Intent, int, int);67;59;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
onDestroy;void onDestroy();19;15;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
BatteryOverlayService;void BatteryOverlayService();242;205;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
ensureForegroundStarted;boolean ensureForegroundStarted(String, int);28;27;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
onCreate;void onCreate();15;13;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
BatteryOverlayService$Companion;void BatteryOverlayService$Companion();26;21;app/src/main/kotlin/com/android/synclab/glimpse/presentation/BatteryOverlayService.kt;0
buildBatteryInfo;String buildBatteryInfo(android.view.InputDevice);12;11;app/src/main/kotlin/com/android/synclab/glimpse/utils/InputDeviceLogUtils.kt;0
InputDeviceLogUtils;void InputDeviceLogUtils();14;13;app/src/main/kotlin/com/android/synclab/glimpse/utils/InputDeviceLogUtils.kt;0
component3;int component3();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
component1;String component1();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
ControllerProfile;void ControllerProfile(String, String, int);5;5;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
equals;boolean equals(Object);5;5;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
getLightbarColor;int getLightbarColor();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
copy;com.android.synclab.glimpse.data.model.ControllerProfile copy(String, String, int);5;5;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
hashCode;int hashCode();5;5;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
component2;String component2();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
toString;String toString();5;5;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
getDeviceName;String getDeviceName();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
getId;String getId();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerProfile.kt;0
getChecked;boolean getChecked();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
copy;com.android.synclab.glimpse.presentation.model.SettingItemUiModel$Control$Toggle copy(boolean, boolean);4;4;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
equals;boolean equals(Object);1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
hashCode;int hashCode();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
SettingItemUiModel$Control$Toggle;void SettingItemUiModel$Control$Toggle(boolean, boolean);4;4;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
component1;boolean component1();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
toString;String toString();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
component2;boolean component2();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
getEnabled;boolean getEnabled();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
getIconRes;int getIconRes();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
getControl;com.android.synclab.glimpse.presentation.model.SettingItemUiModel$Control getControl();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
component3;float component3();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
component7;com.android.synclab.glimpse.presentation.model.SettingItemUiModel$Control component7();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
getSubtitle;String getSubtitle();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
component6;String component6();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
component1;com.android.synclab.glimpse.presentation.model.SettingItemUiModel$ItemId component1();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
getTitle;String getTitle();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
component5;String component5();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
getIconWidthDp;float getIconWidthDp();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
getId;com.android.synclab.glimpse.presentation.model.SettingItemUiModel$ItemId getId();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
component4;float component4();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
component2;int component2();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
SettingItemUiModel;void SettingItemUiModel(com.android.synclab.glimpse.presentation.model.SettingItemUiModel$ItemId, int, float, float, String, String, com.android.synclab.glimpse.presentation.model.SettingItemUiModel$Control);9;9;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
getIconHeightDp;float getIconHeightDp();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
copy;com.android.synclab.glimpse.presentation.model.SettingItemUiModel copy(com.android.synclab.glimpse.presentation.model.SettingItemUiModel$ItemId, int, float, float, String, String, com.android.synclab.glimpse.presentation.model.SettingItemUiModel$Control);9;9;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
SettingItemUiModel$Control$None;void SettingItemUiModel$Control$None();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
setGlowEnabled;void setGlowEnabled(boolean);7;7;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;0
setGlowStyle;void setGlowStyle(int, float);9;9;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;0
setIconResource;void setIconResource(int);9;9;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;0
MainActivity$Companion;void MainActivity$Companion();9;9;app/src/main/kotlin/com/android/synclab/glimpse/presentation/MainActivity.kt;0
SettingItemAdapter$Companion;void SettingItemAdapter$Companion();13;12;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
updateContainerHeight;void updateContainerHeight(int);10;10;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
onCreateViewHolder;com.android.synclab.glimpse.presentation.view.SettingItemAdapter$SettingItemViewHolder onCreateViewHolder(android.view.ViewGroup, int);5;5;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
onBindViewHolder;void onBindViewHolder(com.android.synclab.glimpse.presentation.view.SettingItemAdapter$SettingItemViewHolder, int);8;8;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
resolveItemHeight;Integer resolveItemHeight();6;6;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
onStopTrackingTouch;void onStopTrackingTouch(android.widget.SeekBar);3;3;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;0
onStartTrackingTouch;void onStartTrackingTouch(android.widget.SeekBar);1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;0
CustomizeVibeDialog$show$seekBarListener$1;void CustomizeVibeDialog$show$seekBarListener$1(android.widget.SeekBar, android.widget.SeekBar, android.widget.SeekBar, com.android.synclab.glimpse.presentation.view.CustomizeVibeDialog, android.graphics.drawable.GradientDrawable, android.view.View, android.widget.TextView, android.widget.TextView, android.widget.TextView, android.widget.TextView);20;18;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;0
onProgressChanged;void onProgressChanged(android.widget.SeekBar, int, boolean);12;12;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;0
bind;void bind(com.android.synclab.glimpse.presentation.model.SettingItemUiModel, Integer, int, int);57;50;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
updateIconSize;void updateIconSize(float, float);11;11;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
applyEdgeStyle;void applyEdgeStyle(int, int);13;12;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
updateItemHeight;void updateItemHeight(Integer);9;9;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/SettingItemAdapter.kt;0
dpToPx;int dpToPx(int);4;4;app/src/main/kotlin/com/android/synclab/glimpse/infra/overlay/OverlayWindowController.kt;0
isVisible;boolean isVisible();3;3;app/src/main/kotlin/com/android/synclab/glimpse/infra/overlay/OverlayWindowController.kt;0
updateText;void updateText(String);3;3;app/src/main/kotlin/com/android/synclab/glimpse/infra/overlay/OverlayWindowController.kt;0
hide;void hide();11;11;app/src/main/kotlin/com/android/synclab/glimpse/infra/overlay/OverlayWindowController.kt;0
show;boolean show();47;41;app/src/main/kotlin/com/android/synclab/glimpse/infra/overlay/OverlayWindowController.kt;0
MonitoringStateStore;void MonitoringStateStore();13;10;app/src/main/kotlin/com/android/synclab/glimpse/data/state/MonitoringStateStore.kt;0
SettingItemUiModel$Control$Indicator;void SettingItemUiModel$Control$Indicator();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
setIconDrawable;void setIconDrawable(android.graphics.drawable.Drawable, int, int);7;7;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;0
onSizeChanged;void onSizeChanged(int, int, int, int);4;4;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;0
onDraw;void onDraw(android.graphics.Canvas);15;13;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;0
recycleBitmaps;void recycleBitmaps();6;6;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;0
onDetachedFromWindow;void onDetachedFromWindow();4;4;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;0
rebuildBitmaps;void rebuildBitmaps();22;19;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/ChargingIconView.kt;0
getStatus;com.android.synclab.glimpse.data.model.ControllerLightCommandStatus getStatus();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
component3;Integer component3();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
getTargetDeviceId;Integer getTargetDeviceId();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
hashCode;int hashCode();7;7;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
ControllerLightCommandResult;void ControllerLightCommandResult(com.android.synclab.glimpse.data.model.ControllerLightCommandStatus, Integer, Integer, String, String);7;7;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
component1;com.android.synclab.glimpse.data.model.ControllerLightCommandStatus component1();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
toString;String toString();7;7;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
component2;Integer component2();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
getDetail;String getDetail();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
getTargetLightId;Integer getTargetLightId();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
component5;String component5();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
copy;com.android.synclab.glimpse.data.model.ControllerLightCommandResult copy(com.android.synclab.glimpse.data.model.ControllerLightCommandStatus, Integer, Integer, String, String);7;7;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
equals;boolean equals(Object);7;7;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
getColorHex;String getColorHex();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
component4;String component4();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/ControllerLightCommandResult.kt;0
CustomizeVibeDialog$Companion;void CustomizeVibeDialog$Companion();4;4;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/CustomizeVibeDialog.kt;0
GlimpseToggleView$Companion;void GlimpseToggleView$Companion();3;3;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/GlimpseToggleView.kt;0
onDraw;void onDraw(android.graphics.Canvas);34;31;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/GlimpseToggleView.kt;0
setChecked;void setChecked(boolean);18;15;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/GlimpseToggleView.kt;0
jumpDrawablesToCurrentState;void jumpDrawablesToCurrentState();6;6;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/GlimpseToggleView.kt;0
onMeasure;void onMeasure(int, int);5;5;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/GlimpseToggleView.kt;0
dpToPx;int dpToPx(float);3;3;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/GlimpseToggleView.kt;0
dpToPxF;float dpToPxF(float);3;3;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/GlimpseToggleView.kt;0
animateThumbTo;void animateThumbTo(float);12;12;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/GlimpseToggleView.kt;0
onAttachedToWindow;void onAttachedToWindow();6;5;app/src/main/kotlin/com/android/synclab/glimpse/presentation/view/GlimpseToggleView.kt;0
ensureChannel;void ensureChannel();15;14;app/src/main/kotlin/com/android/synclab/glimpse/infra/notification/MonitoringNotificationController.kt;0
build;android.app.Notification build(String, int);47;41;app/src/main/kotlin/com/android/synclab/glimpse/infra/notification/MonitoringNotificationController.kt;0
notify;void notify(int, android.app.Notification);3;3;app/src/main/kotlin/com/android/synclab/glimpse/infra/notification/MonitoringNotificationController.kt;0
pendingIntentFlags;int pendingIntentFlags();8;8;app/src/main/kotlin/com/android/synclab/glimpse/infra/notification/MonitoringNotificationController.kt;0
invoke;com.android.synclab.glimpse.data.model.GamepadBatterySnapshot invoke(String);3;3;app/src/main/kotlin/com/android/synclab/glimpse/domain/usecase/GetPrimaryGamepadBatteryUseCase.kt;0
component2;Integer component2();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/GamepadBatterySnapshot.kt;0
getControllerName;String getControllerName();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/GamepadBatterySnapshot.kt;0
component1;String component1();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/GamepadBatterySnapshot.kt;0
equals;boolean equals(Object);4;4;app/src/main/kotlin/com/android/synclab/glimpse/data/model/GamepadBatterySnapshot.kt;0
hashCode;int hashCode();4;4;app/src/main/kotlin/com/android/synclab/glimpse/data/model/GamepadBatterySnapshot.kt;0
copy;com.android.synclab.glimpse.data.model.GamepadBatterySnapshot copy(String, Integer);4;4;app/src/main/kotlin/com/android/synclab/glimpse/data/model/GamepadBatterySnapshot.kt;0
GamepadBatterySnapshot;void GamepadBatterySnapshot(String, Integer);4;4;app/src/main/kotlin/com/android/synclab/glimpse/data/model/GamepadBatterySnapshot.kt;0
toString;String toString();4;4;app/src/main/kotlin/com/android/synclab/glimpse/data/model/GamepadBatterySnapshot.kt;0
getBatteryPercent;Integer getBatteryPercent();1;1;app/src/main/kotlin/com/android/synclab/glimpse/data/model/GamepadBatterySnapshot.kt;0
copy;com.android.synclab.glimpse.presentation.model.SettingItemUiModel$Control$Action copy(int);1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
component1;int component1();1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
SettingItemUiModel$Control$Action;void SettingItemUiModel$Control$Action(int);1;1;app/src/main/kotlin/com/android/synclab/glimpse/presentation/model/SettingItemUiModel.kt;0
getDeviceId;int getDeviceId();1;1;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
copy;com.android.synclab.glimpse.infra.repository.GamepadRepositoryImpl$CachedLightTarget copy(int, int, String);5;5;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
equals;boolean equals(Object);5;5;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
hashCode;int hashCode();5;5;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
GamepadRepositoryImpl$CachedLightTarget;void GamepadRepositoryImpl$CachedLightTarget(int, int, String);5;5;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
getLightName;String getLightName();1;1;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
component1;int component1();1;1;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
component2;int component2();1;1;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
toString;String toString();5;5;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
getLightId;int getLightId();1;1;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
component3;String component3();1;1;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
closeControllerLightSession;void closeControllerLightSession(String);8;8;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
lightTypeLabel;String lightTypeLabel(int);9;9;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
isLikelyPs4ControllerForLightCommand;boolean isLikelyPs4ControllerForLightCommand(android.view.InputDevice);6;6;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
isPs4Controller;boolean isPs4Controller(android.view.InputDevice);16;14;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
isGamepad;boolean isGamepad(android.view.InputDevice);4;4;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
applyColorToTarget;com.android.synclab.glimpse.data.model.ControllerLightCommandResult applyColorToTarget(android.view.InputDevice, android.hardware.lights.LightsManager, android.hardware.lights.Light, int, String, int, long, String, boolean);57;53;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
mapStatus;com.android.synclab.glimpse.data.model.BatteryChargeStatus mapStatus(int);9;9;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
isDiagnosticLightLoggingEnabled;boolean isDiagnosticLightLoggingEnabled();3;3;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
logDiagnosticDebug;void logDiagnosticDebug(kotlin.jvm.functions.Function0);5;5;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
getPrimaryGamepadBatterySnapshot;com.android.synclab.glimpse.data.model.GamepadBatterySnapshot getPrimaryGamepadBatterySnapshot(String);25;21;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
tryApplyColorWithCachedTarget;com.android.synclab.glimpse.data.model.ControllerLightCommandResult tryApplyColorWithCachedTarget(int, long, int, String);55;54;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
obtainLightBarSession;android.hardware.lights.LightsManager$LightsSession obtainLightBarSession(android.view.InputDevice, int);39;37;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
closeControllerLightSessionInternal;void closeControllerLightSessionInternal(String, Integer, boolean);38;36;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
setPs4ControllerLightColor;com.android.synclab.glimpse.data.model.ControllerLightCommandResult setPs4ControllerLightColor(int);191;179;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
getConnectedPs4Controllers;java.util.List getConnectedPs4Controllers(String);20;20;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
readBatteryInfo;kotlin.Pair readBatteryInfo(android.view.InputDevice);24;21;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
logDiagnosticInfo;void logDiagnosticInfo(kotlin.jvm.functions.Function0);5;5;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
isDualShock4ProductId;boolean isDualShock4ProductId(int);3;3;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
getById;com.android.synclab.glimpse.data.model.ControllerProfile getById(String);14;14;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/RoomControllerProfileRepository.kt;0
toEntity;com.android.synclab.glimpse.infra.repository.roomdb.core.ControllerProfileEntity toEntity(com.android.synclab.glimpse.data.model.ControllerProfile);7;7;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/RoomControllerProfileRepository.kt;0
maskIdentifier;String maskIdentifier(String);3;3;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/RoomControllerProfileRepository.kt;0
toHexColor;String toHexColor(int);3;3;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/RoomControllerProfileRepository.kt;0
toModel;com.android.synclab.glimpse.data.model.ControllerProfile toModel(com.android.synclab.glimpse.infra.repository.roomdb.core.ControllerProfileEntity);7;7;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/RoomControllerProfileRepository.kt;0
upsert;void upsert(com.android.synclab.glimpse.data.model.ControllerProfile);7;7;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/RoomControllerProfileRepository.kt;0
deleteById;void deleteById(String);4;4;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/RoomControllerProfileRepository.kt;0
getById;com.android.synclab.glimpse.infra.repository.roomdb.core.ControllerProfileEntity getById(String);2;2;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/core/ControllerProfileDao.kt;0
upsert;void upsert(com.android.synclab.glimpse.infra.repository.roomdb.core.ControllerProfileEntity);2;2;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/core/ControllerProfileDao.kt;0
deleteById;void deleteById(String);2;2;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/roomdb/core/ControllerProfileDao.kt;0
invoke;void invoke(String);3;3;app/src/main/kotlin/com/android/synclab/glimpse/domain/usecase/DeleteControllerProfileUseCase.kt;0
GamepadRepositoryImpl$Companion;void GamepadRepositoryImpl$Companion();9;9;app/src/main/kotlin/com/android/synclab/glimpse/infra/repository/GamepadRepositoryImpl.kt;0
